period,category,segment,metric,value,unit,direction,source
2020-01,Growth,Global,MRR (USD),7500000.0,USD,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-01,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-02,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-03,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-04,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-05,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-06,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-07,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-08,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-09,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-10,Growth,Global,LTV to CAC Ratio,3.68,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-11,Growth,Global,LTV to CAC Ratio,3.17,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-12,Growth,Global,LTV to CAC Ratio,2.65,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-01,Growth,Global,LTV to CAC Ratio,2.13,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-02,Growth,Global,LTV to CAC Ratio,1.62,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-03,Growth,Global,LTV to CAC Ratio,1.1,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-04,Growth,Global,LTV to CAC Ratio,1.62,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-05,Growth,Global,LTV to CAC Ratio,2.13,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-06,Growth,Global,LTV to CAC Ratio,2.65,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-07,Growth,Global,LTV to CAC Ratio,3.17,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-08,Growth,Global,LTV to CAC Ratio,3.68,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-09,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-10,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-11,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-12,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-01,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-02,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-03,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-04,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-05,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-06,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-07,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-08,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-09,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-10,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-11,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-12,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-01,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-02,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-03,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-04,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-05,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-06,Growth,Global,LTV to CAC Ratio,4.2,Ratio,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-01,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-02,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-03,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-04,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-05,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-06,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-07,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-08,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-09,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-10,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-11,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-12,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-01,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-02,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-03,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-04,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-05,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-06,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-07,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-08,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-09,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-10,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-11,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-12,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-01,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-02,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-03,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-04,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-05,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-06,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-07,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-08,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-09,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-10,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-11,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-12,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-01,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-02,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-03,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-04,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-05,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-06,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-07,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-08,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-09,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-10,Growth,Global,CAC Payback Period (Months),13.75,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-11,Growth,Global,CAC Payback Period (Months),16.5,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-12,Growth,Global,CAC Payback Period (Months),19.25,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-01,Growth,Global,CAC Payback Period (Months),22.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-02,Growth,Global,CAC Payback Period (Months),24.75,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-03,Growth,Global,CAC Payback Period (Months),27.5,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-04,Growth,Global,CAC Payback Period (Months),24.75,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-05,Growth,Global,CAC Payback Period (Months),22.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-06,Growth,Global,CAC Payback Period (Months),19.25,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-07,Growth,Global,CAC Payback Period (Months),16.5,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-08,Growth,Global,CAC Payback Period (Months),13.75,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-09,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-10,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-11,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-12,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-01,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-02,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-03,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-04,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-05,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-06,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-07,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-08,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-09,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-10,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-11,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2025-12,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-01,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-02,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-03,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-04,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-05,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2026-06,Growth,Global,CAC Payback Period (Months),11.0,Months,down,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-01,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-02,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-03,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-04,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-05,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-06,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-07,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-08,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-09,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-10,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-11,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2020-12,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-01,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-02,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-03,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-04,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-05,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-06,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-07,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-08,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-09,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-10,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-11,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2021-12,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-01,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-02,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-03,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-04,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-05,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-06,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-07,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-08,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-09,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-10,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-11,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2022-12,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-01,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-02,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-03,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-04,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-05,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-06,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-07,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-08,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-09,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-10,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-11,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2023-12,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-01,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-02,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
2024-03,Growth,Global,New Customers Added (Count),85.0,Count,up,Bessemer State of Cloud 2024; OpenView SaaS Benchmarks 2024; High Alpha Benchmarks 2024
